subjectSlug,difficulty,type,content,answersJson,mediaUrl
toan-hoc,easy,single_choice,Số nhỏ nhất có 3 chữ số khác nhau là:,"[{""text"":""102"",""isCorrect"":true},{""text"":""100"",""isCorrect"":false},{""text"":""123"",""isCorrect"":false},{""text"":""111"",""isCorrect"":false}]",
toan-hoc,easy,single_choice,Phép tính 0 x 999 có kết quả là:,"[{""text"":""0"",""isCorrect"":true},{""text"":""999"",""isCorrect"":false},{""text"":""1"",""isCorrect"":false},{""text"":""99"",""isCorrect"":false}]",
toan-hoc,easy,fill_in_blank,3km bằng bao nhiêu mét?,"{""accepted"":[""3000""]}",
toan-hoc,easy,single_choice,Trong phép chia 25 : 4 số dư là:,"[{""text"":""1"",""isCorrect"":true},{""text"":""2"",""isCorrect"":false},{""text"":""3"",""isCorrect"":false},{""text"":""0"",""isCorrect"":false}]",
toan-hoc,easy,single_choice,Giá trị biểu thức (10 + 5) x 2 là:,"[{""text"":""30"",""isCorrect"":true},{""text"":""20"",""isCorrect"":false},{""text"":""25"",""isCorrect"":false},{""text"":""17"",""isCorrect"":false}]",
toan-hoc,easy,fill_in_blank,Số mười lăm nghìn được viết là: ____,"{""accepted"":[""15000""]}",
toan-hoc,easy,single_choice,Hình nào có 3 cạnh?,"[{""text"":""Hình tam giác"",""isCorrect"":true},{""text"":""Hình vuông"",""isCorrect"":false},{""text"":""Hình thoi"",""isCorrect"":false},{""text"":""Hình tròn"",""isCorrect"":false}]",
toan-hoc,easy,multiple_choice,Đơn vị nào dùng để đo khối lượng?,"[{""text"":""kg"",""isCorrect"":true},{""text"":""lít"",""isCorrect"":false},{""text"":""gam"",""isCorrect"":true},{""text"":""mét"",""isCorrect"":false}]",
toan-hoc,easy,single_choice,Số nào sau đây là số tự nhiên?,"[{""text"":""5"",""isCorrect"":true},{""text"":""-2"",""isCorrect"":false},{""text"":""0.5"",""isCorrect"":false},{""text"":""3/4"",""isCorrect"":false}]",
toan-hoc,easy,fill_in_blank,Nửa năm có bao nhiêu tháng?,"{""accepted"":[""6""]}",
toan-hoc,easy,single_choice,Số lẻ nhỏ nhất có hai chữ số là:,"[{""text"":""11"",""isCorrect"":true},{""text"":""10"",""isCorrect"":false},{""text"":""01"",""isCorrect"":false},{""text"":""13"",""isCorrect"":false}]",
toan-hoc,easy,single_choice,Một tuần lễ có bao nhiêu ngày?,"[{""text"":""7"",""isCorrect"":true},{""text"":""6"",""isCorrect"":false},{""text"":""8"",""isCorrect"":false},{""text"":""30"",""isCorrect"":false}]",
toan-hoc,easy,fill_in_blank,Giá trị của x trong x + 10 = 25 là: ____,"{""accepted"":[""15""]}",
toan-hoc,easy,multiple_choice,Các số nào chia hết cho 2?,"[{""text"":""10"",""isCorrect"":true},{""text"":""11"",""isCorrect"":false},{""text"":""22"",""isCorrect"":true},{""text"":""35"",""isCorrect"":false}]",
toan-hoc,easy,single_choice,Số 402 đọc là:,"[{""text"":""Bốn trăm linh hai"",""isCorrect"":true},{""text"":""Bốn trăm hai"",""isCorrect"":false},{""text"":""Bốn mươi hai"",""isCorrect"":false},{""text"":""Bốn trăm hai mươi"",""isCorrect"":false}]",
toan-hoc,easy,single_choice,Phép tính 100 : 4 có kết quả là:,"[{""text"":""25"",""isCorrect"":true},{""text"":""20"",""isCorrect"":false},{""text"":""30"",""isCorrect"":false},{""text"":""50"",""isCorrect"":false}]",
toan-hoc,easy,fill_in_blank,Kết quả của 7 x 7 là: ____,"{""accepted"":[""49""]}",
toan-hoc,easy,single_choice,Một bàn tay có 5 ngón tay. Hai bàn tay có bao nhiêu ngón tay?,"[{""text"":""10"",""isCorrect"":true},{""text"":""5"",""isCorrect"":false},{""text"":""15"",""isCorrect"":false},{""text"":""20"",""isCorrect"":false}]",
toan-hoc,easy,multiple_choice,Những số nào lớn hơn 50?,"[{""text"":""51"",""isCorrect"":true},{""text"":""49"",""isCorrect"":false},{""text"":""100"",""isCorrect"":true},{""text"":""15"",""isCorrect"":false}]",
toan-hoc,easy,single_choice,Kết quả của 1000 - 1 là:,"[{""text"":""999"",""isCorrect"":true},{""text"":""990"",""isCorrect"":false},{""text"":""900"",""isCorrect"":false},{""text"":""1001"",""isCorrect"":false}]",
toan-hoc,medium,single_choice,Diện tích hình chữ nhật có chiều dài 12cm và chiều rộng 7cm là:,"[{""text"":""84 cm²"",""isCorrect"":true},{""text"":""38 cm²"",""isCorrect"":false},{""text"":""19 cm²"",""isCorrect"":false},{""text"":""74 cm²"",""isCorrect"":false}]",
toan-hoc,medium,single_choice,Kết quả của phép tính 1/2 + 1/4 là:,"[{""text"":""3/4"",""isCorrect"":true},{""text"":""2/6"",""isCorrect"":false},{""text"":""1/6"",""isCorrect"":false},{""text"":""1"",""isCorrect"":false}]",
toan-hoc,medium,fill_in_blank,Tìm x biết x * 6 = 144. Giá trị của x là: ____,"{""accepted"":[""24""]}",
toan-hoc,medium,single_choice,Số nguyên tố là số:,"[{""text"":""Chỉ chia hết cho 1 và chính nó"",""isCorrect"":true},{""text"":""Chia hết cho 2"",""isCorrect"":false},{""text"":""Số lẻ"",""isCorrect"":false},{""text"":""Chia hết cho 3"",""isCorrect"":false}]",
toan-hoc,medium,multiple_choice,Các số nào sau đây là số nguyên tố?,"[{""text"":""2"",""isCorrect"":true},{""text"":""9"",""isCorrect"":false},{""text"":""13"",""isCorrect"":true},{""text"":""21"",""isCorrect"":false}]",
toan-hoc,medium,single_choice,Giá trị biểu thức 20 + 30 * 2 là:,"[{""text"":""80"",""isCorrect"":true},{""text"":""100"",""isCorrect"":false},{""text"":""70"",""isCorrect"":false},{""text"":""50"",""isCorrect"":false}]",
toan-hoc,medium,fill_in_blank,Trung bình cộng của 10; 20; 30 là: ____,"{""accepted"":[""20""]}",
toan-hoc,medium,single_choice,Một hình tròn có bán kính 5cm. Chu vi của nó là (lấy pi=3.14):,"[{""text"":""31.4 cm"",""isCorrect"":true},{""text"":""15.7 cm"",""isCorrect"":false},{""text"":""78.5 cm"",""isCorrect"":false},{""text"":""25 cm"",""isCorrect"":false}]",
toan-hoc,medium,multiple_choice,Những số nào chia hết cho 9?,"[{""text"":""81"",""isCorrect"":true},{""text"":""27"",""isCorrect"":true},{""text"":""19"",""isCorrect"":false},{""text"":""33"",""isCorrect"":false}]",
toan-hoc,medium,single_choice,Số nào sau đây là phân số tối giản?,"[{""text"":""3/5"",""isCorrect"":true},{""text"":""2/4"",""isCorrect"":false},{""text"":""6/9"",""isCorrect"":false},{""text"":""10/20"",""isCorrect"":false}]",
toan-hoc,medium,fill_in_blank,Giá trị của 2 mũ 5 (2^5) là: ____,"{""accepted"":[""32""]}",
toan-hoc,medium,single_choice,Đổi 2 tạ 5kg sang kg:,"[{""text"":""205 kg"",""isCorrect"":true},{""text"":""25 kg"",""isCorrect"":false},{""text"":""250 kg"",""isCorrect"":false},{""text"":""2005 kg"",""isCorrect"":false}]",
toan-hoc,medium,single_choice,Trong một tam giác vuông, tổng hai góc nhọn bằng:,"[{""text"":""90 độ"",""isCorrect"":true},{""text"":""180 độ"",""isCorrect"":false},{""text"":""45 độ"",""isCorrect"":false},{""text"":""60 độ"",""isCorrect"":false}]",
toan-hoc,medium,fill_in_blank,Tìm x: x - 150 = 450. x là: ____,"{""accepted"":[""600""]}",
toan-hoc,medium,multiple_choice,Các phân số nào bằng phân số 1/2?,"[{""text"":""2/4"",""isCorrect"":true},{""text"":""5/10"",""isCorrect"":true},{""text"":""3/9"",""isCorrect"":false},{""text"":""4/6"",""isCorrect"":false}]",
toan-hoc,medium,single_choice,Giá trị của x trong tỉ lệ thức x/4 = 9/12 là:,"[{""text"":""3"",""isCorrect"":true},{""text"":""6"",""isCorrect"":false},{""text"":""4"",""isCorrect"":false},{""text"":""1"",""isCorrect"":false}]",
toan-hoc,medium,single_choice,Một hình vuông có diện tích 64 cm². Cạnh của hình vuông đó là:,"[{""text"":""8 cm"",""isCorrect"":true},{""text"":""16 cm"",""isCorrect"":false},{""text"":""4 cm"",""isCorrect"":false},{""text"":""32 cm"",""isCorrect"":false}]",
toan-hoc,medium,fill_in_blank,Kết quả phép tính 0.25 * 40 là: ____,"{""accepted"":[""10""]}",
toan-hoc,medium,single_choice,Góc tù là góc có số đo:,"[{""text"":""Lớn hơn 90 độ và nhỏ hơn 180 độ"",""isCorrect"":true},{""text"":""Bằng 90 độ"",""isCorrect"":false},{""text"":""Nhỏ hơn 90 độ"",""isCorrect"":false},{""text"":""Bằng 180 độ"",""isCorrect"":false}]",
toan-hoc,medium,multiple_choice,Các số nào là bội của 12?,"[{""text"":""24"",""isCorrect"":true},{""text"":""36"",""isCorrect"":true},{""text"":""18"",""isCorrect"":false},{""text"":""6"",""isCorrect"":false}]",
toan-hoc,medium,single_choice,Lớp có 40 học sinh, số nữ chiếm 60%. Số học sinh nữ là:,"[{""text"":""24"",""isCorrect"":true},{""text"":""16"",""isCorrect"":false},{""text"":""20"",""isCorrect"":false},{""text"":""30"",""isCorrect"":false}]",
toan-hoc,medium,fill_in_blank,Số nghịch đảo của 5 là: (nhập dạng phân số a/b),"{""accepted"":[""1/5""]}",
toan-hoc,medium,single_choice,Tổng các góc trong một tam giác là:,"[{""text"":""180 độ"",""isCorrect"":true},{""text"":""90 độ"",""isCorrect"":false},{""text"":""360 độ"",""isCorrect"":false},{""text"":""270 độ"",""isCorrect"":false}]",
toan-hoc,medium,single_choice,Số nào là số thập phân?,"[{""text"":""3.14"",""isCorrect"":true},{""text"":""10"",""isCorrect"":false},{""text"":""5/2"",""isCorrect"":false},{""text"":""-8"",""isCorrect"":false}]",
toan-hoc,medium,fill_in_blank,Đổi 1.5 giờ sang phút: ____,"{""accepted"":[""90""]}",
toan-hoc,medium,multiple_choice,Những biểu thức nào có giá trị bằng 100?,"[{""text"":""25 * 4"",""isCorrect"":true},{""text"":""200 / 2"",""isCorrect"":true},{""text"":""50 + 40"",""isCorrect"":false},{""text"":""10^2"",""isCorrect"":true}]",
toan-hoc,medium,single_choice,Kết quả của (-5) + (-10) là:,"[{""text"":""-15"",""isCorrect"":true},{""text"":""-5"",""isCorrect"":false},{""text"":""5"",""isCorrect"":false},{""text"":""15"",""isCorrect"":false}]",
toan-hoc,medium,single_choice,Ước chung lớn nhất của 12 và 18 là:,"[{""text"":""6"",""isCorrect"":true},{""text"":""3"",""isCorrect"":false},{""text"":""2"",""isCorrect"":false},{""text"":""12"",""isCorrect"":false}]",
toan-hoc,medium,fill_in_blank,Căn bậc hai của 144 là: ____,"{""accepted"":[""12""]}",
toan-hoc,medium,single_choice,Thể tích hình lập phương có cạnh 3cm là:,"[{""text"":""27 cm³"",""isCorrect"":true},{""text"":""9 cm³"",""isCorrect"":false},{""text"":""18 cm³"",""isCorrect"":false},{""text"":""54 cm³"",""isCorrect"":false}]",
toan-hoc,medium,multiple_choice,Những khẳng định nào đúng về hình thoi?,"[{""text"":""Bốn cạnh bằng nhau"",""isCorrect"":true},{""text"":""Hai đường chéo vuông góc"",""isCorrect"":true},{""text"":""Bốn góc bằng nhau"",""isCorrect"":false},{""text"":""Có 4 trục đối xứng"",""isCorrect"":false}]",
toan-hoc,medium,single_choice,Số lớn nhất có 4 chữ số khác nhau là:,"[{""text"":""9876"",""isCorrect"":true},{""text"":""9999"",""isCorrect"":false},{""text"":""9000"",""isCorrect"":false},{""text"":""9875"",""isCorrect"":false}]",
toan-hoc,medium,single_choice,Một xe máy đi với vận tốc 40km/h. Quãng đường đi được trong 2.5 giờ là:,"[{""text"":""100 km"",""isCorrect"":true},{""text"":""80 km"",""isCorrect"":false},{""text"":""120 km"",""isCorrect"":false},{""text"":""90 km"",""isCorrect"":false}]",
toan-hoc,medium,fill_in_blank,Giá trị của x trong x/5 = 10 là: ____,"{""accepted"":[""50""]}",
toan-hoc,medium,single_choice,Trong các số: 1.2; 1.02; 1.12; 1.21. Số lớn nhất là:,"[{""text"":""1.21"",""isCorrect"":true},{""text"":""1.2"",""isCorrect"":false},{""text"":""1.12"",""isCorrect"":false},{""text"":""1.02"",""isCorrect"":false}]",
toan-hoc,hard,single_choice,Giải phương trình: 2x - 10 = x + 5. Giá trị của x là:,"[{""text"":""15"",""isCorrect"":true},{""text"":""5"",""isCorrect"":false},{""text"":""-5"",""isCorrect"":false},{""text"":""10"",""isCorrect"":false}]",
toan-hoc,hard,single_choice,Giá trị của biểu thức A = 2^0 + 2^1 + 2^2 + 2^3 là:,"[{""text"":""15"",""isCorrect"":true},{""text"":""14"",""isCorrect"":false},{""text"":""16"",""isCorrect"":false},{""text"":""7"",""isCorrect"":false}]",
toan-hoc,hard,fill_in_blank,Cho tam giác ABC vuông tại A có AB=3cm, AC=4cm. Độ dài cạnh BC là: ____,"{""accepted"":[""5"",""5cm""]}",
toan-hoc,hard,multiple_choice,Các số nào sau đây chia hết cho cả 2; 3 và 5?,"[{""text"":""30"",""isCorrect"":true},{""text"":""60"",""isCorrect"":true},{""text"":""45"",""isCorrect"":false},{""text"":""20"",""isCorrect"":false}]",
toan-hoc,hard,single_choice,Số dư khi chia 2^10 cho 3 là:,"[{""text"":""1"",""isCorrect"":true},{""text"":""2"",""isCorrect"":false},{""text"":""0"",""isCorrect"":false},{""text"":""3"",""isCorrect"":false}]",
toan-hoc,hard,fill_in_blank,Tìm x biết log2(x) = 5. x bằng: ____,"{""accepted"":[""32""]}",
toan-hoc,hard,single_choice,Một đội công nhân có 10 người làm xong công việc trong 6 ngày. Muốn làm xong trong 4 ngày cần bao nhiêu người?,"[{""text"":""15"",""isCorrect"":true},{""text"":""12"",""isCorrect"":false},{""text"":""20"",""isCorrect"":false},{""text"":""8"",""isCorrect"":false}]",
toan-hoc,hard,multiple_choice,Tập hợp nghiệm của bất phương trình 2x - 4 > 0 là:,"[{""text"":""x > 2"",""isCorrect"":true},{""text"":""x > 4"",""isCorrect"":false},{""text"":""3"",""isCorrect"":true},{""text"":""1"",""isCorrect"":false}]",
toan-hoc,hard,single_choice,Đạo hàm của hàm số y = x^2 tại x = 3 là:,"[{""text"":""6"",""isCorrect"":true},{""text"":""9"",""isCorrect"":false},{""text"":""3"",""isCorrect"":false},{""text"":""2"",""isCorrect"":false}]",
toan-hoc,hard,fill_in_blank,Giá trị của biểu thức sin^2(30) + cos^2(30) bằng: ____,"{""accepted"":[""1""]}",
toan-hoc,hard,single_choice,Một hộp có 5 bi đỏ và 3 bi xanh. Lấy ngẫu nhiên 1 bi, xác suất lấy được bi đỏ là:,"[{""text"":""5/8"",""isCorrect"":true},{""text"":""3/8"",""isCorrect"":false},{""text"":""1/2"",""isCorrect"":false},{""text"":""5/3"",""isCorrect"":false}]",
toan-hoc,hard,single_choice,Đường thẳng y = 2x + 1 song song với đường thẳng nào sau đây?,"[{""text"":""y = 2x - 5"",""isCorrect"":true},{""text"":""y = x + 1"",""isCorrect"":false},{""text"":""y = -2x + 1"",""isCorrect"":false},{""text"":""y = 0.5x + 1"",""isCorrect"":false}]",
toan-hoc,hard,fill_in_blank,Số tập hợp con của tập hợp có 3 phần tử là: ____,"{""accepted"":[""8""]}",
toan-hoc,hard,multiple_choice,Những mệnh đề nào sau đây đúng với hình vuông?,"[{""text"":""Hai đường chéo bằng nhau"",""isCorrect"":true},{""text"":""Nội tiếp được đường tròn"",""isCorrect"":true},{""text"":""Hai đường chéo không vuông góc"",""isCorrect"":false},{""text"":""Là một hình thang cân"",""isCorrect"":true}]",
toan-hoc,hard,single_choice,Giá trị lớn nhất của hàm số y = -x^2 + 4x là:,"[{""text"":""4"",""isCorrect"":true},{""text"":""2"",""isCorrect"":false},{""text"":""0"",""isCorrect"":false},{""text"":""8"",""isCorrect"":false}]",
toan-hoc,hard,fill_in_blank,Tích của 10 số tự nhiên đầu tiên (từ 0 đến 9) là: ____,"{""accepted"":[""0""]}",
toan-hoc,hard,single_choice,Nếu f(x) = 3x + 2 thì f(f(1)) bằng:,"[{""text"":""17"",""isCorrect"":true},{""text"":""5"",""isCorrect"":false},{""text"":""15"",""isCorrect"":false},{""text"":""11"",""isCorrect"":false}]",
toan-hoc,hard,multiple_choice,Trong các số sau, số nào chia hết cho 11?,"[{""text"":""121"",""isCorrect"":true},{""text"":""1331"",""isCorrect"":true},{""text"":""111"",""isCorrect"":false},{""text"":""123"",""isCorrect"":false}]",
toan-hoc,hard,single_choice,Một hình trụ có bán kính đáy r=2, chiều cao h=5. Diện tích xung quanh là:,"[{""text"":""20*pi"",""isCorrect"":true},{""text"":""10*pi"",""isCorrect"":false},{""text"":""40*pi"",""isCorrect"":false},{""text"":""25*pi"",""isCorrect"":false}]",
toan-hoc,hard,fill_in_blank,Tìm x nguyên dương sao cho x! = 120. x bằng: ____,"{""accepted"":[""5""]}",
toan-hoc,hard,single_choice,Tổng các nghiệm của phương trình x^2 - 7x + 10 = 0 là:,"[{""text"":""7"",""isCorrect"":true},{""text"":""10"",""isCorrect"":false},{""text"":""-7"",""isCorrect"":false},{""text"":""2"",""isCorrect"":false}]",
toan-hoc,hard,multiple_choice,Đồ thị hàm số y = x^3 - 3x có bao nhiêu điểm cực trị?,"[{""text"":""2"",""isCorrect"":true},{""text"":""Nhiều hơn 1"",""isCorrect"":true},{""text"":""0"",""isCorrect"":false},{""text"":""3"",""isCorrect"":false}]",
toan-hoc,hard,single_choice,Cho hai tập hợp A={1,2,3}, B={3,4,5}. Giao của hai tập hợp A và B là:,"[{""text"":""{3}"",""isCorrect"":true},{""text"":""{1,2,3,4,5}"",""isCorrect"":false},{""text"":""Trống"",""isCorrect"":false},{""text"":""{1,2,4,5}"",""isCorrect"":false}]",
toan-hoc,hard,fill_in_blank,Hệ số của x^2 trong khai triển (x+1)^3 là: ____,"{""accepted"":[""3""]}",
toan-hoc,hard,single_choice,Khoảng cách giữa hai điểm A(1,2) và B(4,6) là:,"[{""text"":""5"",""isCorrect"":true},{""text"":""7"",""isCorrect"":false},{""text"":""25"",""isCorrect"":false},{""text"":""3"",""isCorrect"":false}]",
toan-hoc,hard,multiple_choice,Các hàm số nào sau đây là hàm số lẻ?,"[{""text"":""y = x"",""isCorrect"":true},{""text"":""y = x^3"",""isCorrect"":true},{""text"":""y = x^2"",""isCorrect"":false},{""text"":""y = sin(x)"",""isCorrect"":true}]",
toan-hoc,hard,single_choice,Tích phân từ 0 đến 1 của hàm số f(x)=2x là:,"[{""text"":""1"",""isCorrect"":true},{""text"":""2"",""isCorrect"":false},{""text"":""0"",""isCorrect"":false},{""text"":""0.5"",""isCorrect"":false}]",
toan-hoc,hard,fill_in_blank,Có bao nhiêu cách xếp 4 người vào một hàng dọc? ____,"{""accepted"":[""24""]}",
toan-hoc,hard,single_choice,Số nào sau đây là số vô tỉ?,"[{""text"":""căn bậc hai của 2"",""isCorrect"":true},{""text"":""1.5"",""isCorrect"":false},{""text"":""2/3"",""isCorrect"":false},{""text"":""0"",""isCorrect"":false}]",
toan-hoc,hard,multiple_choice,Trong không gian, hai đường thẳng không có điểm chung có thể là:,"[{""text"":""Song song"",""isCorrect"":true},{""text"":""Chéo nhau"",""isCorrect"":true},{""text"":""Cắt nhau"",""isCorrect"":false},{""text"":""Trùng nhau"",""isCorrect"":false}]",
