subjectSlug,difficulty,type,content,answersJson,mediaUrl
lich-su,easy,matching,"Nối các sự kiện với năm:","[{""pairs"":[{""left"":""Cách mạng tháng Tám"",""right"":""1945""},{""left"":""Chiến thắng Điện Biên Phủ"",""right"":""1954""},{""left"":""Giải phóng miền Nam"",""right"":""1975""}]}",
lich-su,easy,single_choice,"Chiến dịch nào được mệnh danh là 'Điện Biên Phủ trên không'?","[{""text"":""Chiến dịch Hà Nội - Điện Biên Phủ (1972)"",""isCorrect"":true},{""text"":""Chiến dịch Hồ Chí Minh"",""isCorrect"":false},{""text"":""Chiến dịch Biên giới"",""isCorrect"":false},{""text"":""Chiến dịch Việt Bắc"",""isCorrect"":false}]",
lich-su,medium,single_choice,"Thời kỳ Bắc thuộc kéo dài bao nhiêu năm?","[{""text"":""Hơn 1000 năm"",""isCorrect"":true},{""text"":""500 năm"",""isCorrect"":false},{""text"":""800 năm"",""isCorrect"":false},{""text"":""1500 năm"",""isCorrect"":false}]",
lich-su,medium,true_false,"Triều Trần là triều đại kế tiếp triều Lý","[{""value"":true,""isCorrect"":true},{""value"":false,""isCorrect"":false}]",
lich-su,medium,fill_in_blank,"Năm _____, Đinh Bộ Lĩnh lên ngôi hoàng đế, lập ra nhà Đinh","{""accepted"":[""968""]}",
lich-su,medium,single_choice,"Ai là người soạn 'Bình Ngô đại cáo'?","[{""text"":""Nguyễn Trãi"",""isCorrect"":true},{""text"":""Lê Lợi"",""isCorrect"":false},{""text"":""Nguyễn Thị Lộ"",""isCorrect"":false},{""text"":""Trần Quốc Tuấn"",""isCorrect"":false}]",
lich-su,medium,matching,"Nối các danh nhân với thành tựu:","[{""pairs"":[{""left"":""Trần Hưng Đạo"",""right"":""Đánh Mông Cổ""},{""left"":""Nguyễn Trãi"",""right"":""Bình Ngô đại cáo""},{""left"":""Quang Trung"",""right"":""Chiến thắng Đống Đa""}]}",
lich-su,medium,multiple_choice,"Những yếu tố nào đóng góp vào chiến thắng Bạch Đằng 938? (chọn nhiều đáp án)","[{""text"":""Địa hình sông nước"",""isCorrect"":true},{""text"":""Cọc sắt nhọn"",""isCorrect"":true},{""text"":""Vũ khí hiện đại"",""isCorrect"":false},{""text"":""Chiến thuật thủy triều"",""isCorrect"":true}]",
lich-su,medium,true_false,"Nhà Hồ là triều đại ngắn nhất trong lịch sử Việt Nam","[{""value"":true,""isCorrect"":true},{""value"":false,""isCorrect"":false}]",
lich-su,medium,single_choice,"Phong trào nào đánh dấu sự khởi đầu của phong trào yêu nước chống Pháp cuối thế kỷ 19?","[{""text"":""Cần Vương"",""isCorrect"":true},{""text"":""Đông Du"",""isCorrect"":false},{""text"":""Duy Tân"",""isCorrect"":false},{""text"":""Việt Nam Quốc Dân Đảng"",""isCorrect"":false}]",
lich-su,medium,fill_in_blank,"Hiệp định Giơnevơ về Đông Dương được ký kết năm _____","{""accepted"":[""1954""]}",
lich-su,medium,single_choice,"Đại hội thành lập Đảng Cộng sản Việt Nam diễn ra ở đâu?","[{""text"":""Hồng Kông (Trung Quốc)"",""isCorrect"":true},{""text"":""Hà Nội"",""isCorrect"":false},{""text"":""Moscow"",""isCorrect"":false},{""text"":""Quảng Châu"",""isCorrect"":false}]",
lich-su,medium,matching,"Nối các chiến dịch với kết quả:","[{""pairs"":[{""left"":""Điện Biên Phủ 1954"",""right"":""Kết thúc chiến tranh Đông Dương""},{""left"":""Hồ Chí Minh 1975"",""right"":""Thống nhất đất nước""},{""left"":""Biên giới 1950"",""right"":""Chuyển sang tổng phản công""}]}",
lich-su,medium,multiple_choice,"Những ai là học trò của Phan Bội Châu? (chọn nhiều đáp án)","[{""text"":""Cường Để"",""isCorrect"":true},{""text"":""Phan Chu Trinh"",""isCorrect"":false},{""text"":""Hoàng Hoa Thám"",""isCorrect"":false},{""text"":""Đề Thám"",""isCorrect"":false}]",
lich-su,medium,true_false,"Hồ Chí Minh đọc Tuyên ngôn độc lập tại Quảng trường Ba Đình ngày 2/9/1945","[{""value"":true,""isCorrect"":true},{""value"":false,""isCorrect"":false}]",
lich-su,medium,fill_in_blank,"Chiến thắng Điện Biên Phủ kéo dài _____ ngày đêm","{""accepted"":[""56"",""55""]}",
lich-su,medium,single_choice,"Tên thật của Chủ tịch Hồ Chí Minh là gì?","[{""text"":""Nguyễn Sinh Cung"",""isCorrect"":true},{""text"":""Nguyễn Tất Thành"",""isCorrect"":false},{""text"":""Nguyễn Ái Quốc"",""isCorrect"":false},{""text"":""Nguyễn Sinh Sắc"",""isCorrect"":false}]",
lich-su,hard,single_choice,"Thời kỳ nào được coi là thời kỳ cực성 của văn hóa Đông Sơn?","[{""text"":""Từ thế kỷ VII đến III trước Công nguyên"",""isCorrect"":true},{""text"":""Từ thế kỷ I đến V sau Công nguyên"",""isCorrect"":false},{""text"":""Từ thế kỷ X đến XII"",""isCorrect"":false},{""text"":""Từ thế kỷ XV đến XVIII"",""isCorrect"":false}]",
lich-su,hard,fill_in_blank,"Quân Mông Cổ xâm lược Đại Việt lần thứ nhất vào năm _____","{""accepted"":[""1257""]}",
lich-su,hard,true_false,"Lý Nam Đế là người sáng lập ra nhà nước Vạn Xuân","[{""value"":true,""isCorrect"":true},{""value"":false,""isCorrect"":false}]",
lich-su,hard,matching,"Nối các cuộc khởi nghĩa với thời kỳ:","[{""pairs"":[{""left"":""Khởi nghĩa Lý Bí"",""right"":""Thế kỷ VI""},{""left"":""Khởi nghĩa Hai Bà Trưng"",""right"":""Thế kỷ I""},{""left"":""Khởi nghĩa Lam Sơn"",""right"":""Thế kỷ XV""}]}",
lich-su,hard,single_choice,"Tác phẩm nào được coi là bản tuyên ngôn độc lập đầu tiên của Việt Nam?","[{""text"":""Bình Ngô đại cáo"",""isCorrect"":true},{""text"":""Nam quốc sơn hà"",""isCorrect"":false},{""text"":""Hịch tướng sĩ"",""isCorrect"":false},{""text"":""Tuyên ngôn độc lập"",""isCorrect"":false}]",
lich-su,hard,multiple_choice,"Những yếu tố nào góp phần vào sự suy vong của triều Lý? (chọn nhiều đáp án)","[{""text"":""Nội chiến triều đình"",""isCorrect"":true},{""text"":""Thiên tai liên miên"",""isCorrect"":true},{""text"":""Xâm lược ngoại bang"",""isCorrect"":false},{""text"":""Quyền lực ngoại thích"",""isCorrect"":true}]",
lich-su,hard,true_false,"Chiến thắng Rạch Gầm-Xoài Mút do Nguyễn Huệ chỉ huy","[{""value"":true,""isCorrect"":true},{""value"":false,""isCorrect"":false}]",
lich-su,hard,fill_in_blank,"Nhà Hậu Lê tồn tại từ năm 1428 đến năm _____","{""accepted"":[""1789"",""1788""]}",
lich-su,hard,single_choice,"Ai là người đầu tiên sử dụng tên gọi 'Việt Nam' cho đất nước ta?","[{""text"":""Gia Long"",""isCorrect"":true},{""text"":""Minh Mạng"",""isCorrect"":false},{""text"":""Lê Lợi"",""isCorrect"":false},{""text"":""Quang Trung"",""isCorrect"":false}]",
lich-su,hard,matching,"Nối các nhà sử học với tác phẩm:","[{""pairs"":[{""left"":""Lê Văn Hưu"",""right"":""Đại Việt sử ký""},{""left"":""Ngô Sĩ Liên"",""right"":""Đại Việt sử ký toàn thư""},{""left"":""Phan Huy Chú"",""right"":""Lịch triều hiến chương loại chí""}]}",
lich-su,easy,single_choice,"Ngày Quốc khánh Việt Nam là ngày nào?","[{""text"":""2 tháng 9"",""isCorrect"":true},{""text"":""30 tháng 4"",""isCorrect"":false},{""text"":""19 tháng 5"",""isCorrect"":false},{""text"":""1 tháng 5"",""isCorrect"":false}]",
lich-su,easy,true_false,"Chủ tịch Hồ Chí Minh sinh năm 1890","[{""value"":true,""isCorrect"":true},{""value"":false,""isCorrect"":false}]",
lich-su,easy,fill_in_blank,"Ngày thống nhất đất nước là ngày _____ tháng 4 năm 1975","{""accepted"":[""30""]}",
lich-su,easy,single_choice,"Đại tướng nào chỉ huy chiến dịch Điện Biên Phủ?","[{""text"":""Võ Nguyên Giáp"",""isCorrect"":true},{""text"":""Văn Tiến Dũng"",""isCorrect"":false},{""text"":""Nguyễn Chí Thanh"",""isCorrect"":false},{""text"":""Hoàng Văn Thái"",""isCorrect"":false}]",
lich-su,medium,single_choice,"Pháp bắt đầu xâm lược Việt Nam từ khi nào?","[{""text"":""Giữa thế kỷ XIX"",""isCorrect"":true},{""text"":""Đầu thế kỷ XIX"",""isCorrect"":false},{""text"":""Cuối thế kỷ XVIII"",""isCorrect"":false},{""text"":""Đầu thế kỷ XX"",""isCorrect"":false}]",
lich-su,medium,matching,"Nối các địa danh với sự kiện lịch sử:","[{""pairs"":[{""left"":""Điện Biên Phủ"",""right"":""Chiến thắng 1954""},{""left"":""Sông Bạch Đằng"",""right"":""Chiến thắng Ngô Quyền""},{""left"":""Đống Đa"",""right"":""Chiến thắng Quang Trung""}]}",
lich-su,medium,true_false,"Hiệp định Paris về chấm dứt chiến tranh Việt Nam được ký năm 1973","[{""value"":true,""isCorrect"":true},{""value"":false,""isCorrect"":false}]",
lich-su,medium,fill_in_blank,"Vương quốc Champa tồn tại từ thế kỷ II đến thế kỷ _____","{""accepted"":[""17"",""XVII""]}",
lich-su,hard,single_choice,"Cuộc khởi nghĩa nông dân nào lớn nhất dưới thời Lê Trung흥?","[{""text"":""Khởi nghĩa Trần Cao"",""isCorrect"":true},{""text"":""Khởi nghĩa Lê Duy Mật"",""isCorrect"":false},{""text"":""Khởi nghĩa Nguyễn Hữu Cầu"",""isCorrect"":false},{""text"":""Khởi nghĩa Phùng Hưng"",""isCorrect"":false}]",
lich-su,easy,multiple_choice,"Những thành tựu nào của triều Lý? (chọn nhiều đáp án)","[{""text"":""Dời đô về Thăng Long"",""isCorrect"":true},{""text"":""Xây dựng Văn Miếu"",""isCorrect"":true},{""text"":""Đánh Mông Cổ"",""isCorrect"":false},{""text"":""Mở khoa thi đầu tiên"",""isCorrect"":true}]",
lich-su,easy,single_choice,"Nhà thơ nào được mệnh danh là 'Thi hào dân tộc'?","[{""text"":""Nguyễn Du"",""isCorrect"":true},{""text"":""Hồ Xuân Hương"",""isCorrect"":false},{""text"":""Nguyễn Trãi"",""isCorrect"":false},{""text"":""Nguyễn Bỉnh Khiêm"",""isCorrect"":false}]",
lich-su,medium,true_false,"Đông Kinh Nghĩa Thục là trường học do Phan Bội Châu sáng lập","[{""value"":true,""isCorrect"":false},{""value"":false,""isCorrect"":true}]",
lich-su,medium,fill_in_blank,"Cuộc Nam tiến của người Việt bắt đầu từ thế kỷ _____","{""accepted"":[""15"",""XV""]}",
lich-su,hard,single_choice,"Ai là người đầu tiên giành học vị Tiến sĩ trong lịch sử Việt Nam?","[{""text"":""Lê Văn Thịnh"",""isCorrect"":true},{""text"":""Ngô Sĩ Liên"",""isCorrect"":false},{""text"":""Lê Văn Hưu"",""isCorrect"":false},{""text"":""Mạc Đĩnh Chi"",""isCorrect"":false}]",
lich-su,easy,single_choice,"Ai là vị vua khai sáng triều Nguyễn?","[{""text"":""Gia Long"",""isCorrect"":true},{""text"":""Minh Mạng"",""isCorrect"":false},{""text"":""Tự Đức"",""isCorrect"":false},{""text"":""Bảo Đại"",""isCorrect"":false}]",
lich-su,medium,matching,"Nối các nhân vật với vai trò:","[{""pairs"":[{""left"":""Phan Bội Châu"",""right"":""Nhà yêu nước""},{""left"":""Võ Nguyên Giáp"",""right"":""Đại tướng""},{""left"":""Nguyễn Du"",""right"":""Thi hào""}]}",
lich-su,hard,multiple_choice,"Những nguyên nhân nào dẫn đến thắng lợi của Cách mạng tháng Tám? (chọn nhiều đáp án)","[{""text"":""Sự lãnh đạo của Đảng"",""isCorrect"":true},{""text"":""Nhật đầu hàng đồng minh"",""isCorrect"":true},{""text"":""Nạn đói 1945"",""isCorrect"":true},{""text"":""Chiến tranh thế giới kết thúc"",""isCorrect"":true}]",
lich-su,medium,single_choice,"Thời kỳ Đổi Mới ở Việt Nam bắt đầu từ năm nào?","[{""text"":""1986"",""isCorrect"":true},{""text"":""1975"",""isCorrect"":false},{""text"":""1980"",""isCorrect"":false},{""text"":""1990"",""isCorrect"":false}]",
lich-su,easy,true_false,"Quốc hiệu Việt Nam Dân chủ Cộng hòa được đổi thành Cộng hòa Xã hội Chủ nghĩa Việt Nam năm 1976","[{""value"":true,""isCorrect"":true},{""value"":false,""isCorrect"":false}]",
lich-su,medium,fill_in_blank,"Chiến dịch Hồ Chí Minh kéo dài _____ ngày","{""accepted"":[""55"",""54""]}",
lich-su,hard,single_choice,"Đâu là tên gọi đầu tiên của Đảng Cộng sản Việt Nam?","[{""text"":""Đảng Cộng sản Việt Nam"",""isCorrect"":true},{""text"":""Đảng Lao động Việt Nam"",""isCorrect"":false},{""text"":""Đảng Cộng sản Đông Dương"",""isCorrect"":false},{""text"":""Tân Việt Cách mạng Đảng"",""isCorrect"":false}]",
lich-su,easy,single_choice,"Ai là tác giả của tác phẩm 'Truyện Kiều'?","[{""text"":""Nguyễn Du"",""isCorrect"":true},{""text"":""Hồ Xuân Hương"",""isCorrect"":false},{""text"":""Cao Bá Quát"",""isCorrect"":false},{""text"":""Nguyễn Đình Chiểu"",""isCorrect"":false}]",
lich-su,medium,matching,"Nối các thời kỳ với đặc điểm:","[{""pairs"":[{""left"":""Bắc thuộc"",""right"":""Đấu tranh giành độc lập""},{""left"":""Tự chủ"",""right"":""Tự chủ chính trị""},{""left"":""Phong kiến"",""right"":""Độc lập hoàn toàn""}]}",
lich-su,hard,true_false,"Chiến tranh Việt Nam - Mỹ kéo dài 20 năm","[{""value"":true,""isCorrect"":true},{""value"":false,""isCorrect"":false}]",
lich-su,easy,fill_in_blank,"Năm 1945, Việt Nam bị nạn đói làm chết khoảng _____ triệu người","{""accepted"":[""2"",""1-2"",""hai""]}",
lich-su,medium,single_choice,"Đâu là mục tiêu chính của phong trào Đông Du?","[{""text"":""Du học Nhật Bản"",""isCorrect"":true},{""text"":""Du học Pháp"",""isCorrect"":false},{""text"":""Du học Trung Quốc"",""isCorrect"":false},{""text"":""Du học Liên Xô"",""isCorrect"":false}]",
lich-su,hard,multiple_choice,"Những yếu tố nào tạo nên thắng lợi Điện Biên Phủ? (chọn nhiều đáp án)","[{""text"":""Quyết tâm của quân dân"",""isCorrect"":true},{""text"":""Chiến thuật vận động"",""isCorrect"":true},{""text"":""Hỏa lực áp đảo"",""isCorrect"":true},{""text"":""Sự ủng hộ quốc tế"",""isCorrect"":true}]",
lich-su,easy,single_choice,"Vị vua nào được mệnh danh là 'Anh hùng áo vải'?","[{""text"":""Lê Lợi"",""isCorrect"":true},{""text"":""Ngô Quyền"",""isCorrect"":false},{""text"":""Quang Trung"",""isCorrect"":false},{""text"":""Đinh Tiên Hoàng"",""isCorrect"":false}]",
lich-su,medium,true_false,"Phan Chu Trinh ủng hộ phương pháp đấu tranh vũ trang","[{""value"":true,""isCorrect"":false},{""value"":false,""isCorrect"":true}]",
lich-su,hard,fill_in_blank,"Vua Lý Thánh Tông trị vì trong _____ năm","{""accepted"":[""56"",""55""]}",
